project,access,cc,is_constructor,method_fen,class_name_guess,method_name,params_types,file,line_number
codec1.21,private,3,False,"org.apache.commons.codec.binary.Base32.validateCharacter(long,Context)",Base32,validateCharacter,"long,Context",org/apache/commons/codec/binary/Base32.java,755
codec1.21,public,3,False,org.apache.commons.codec.binary.Base64$Builder.setEncodeTable(byte[]),Base64$Builder,setEncodeTable,byte[],org/apache/commons/codec/binary/Base64.java,146
codec1.21,protected,3,False,org.apache.commons.codec.binary.Base64.isInAlphabet(byte),Base64,isInAlphabet,byte,org/apache/commons/codec/binary/Base64.java,1152
codec1.21,private,3,False,"org.apache.commons.codec.binary.Base64.validateCharacter(int,Context)",Base64,validateCharacter,"int,Context",org/apache/commons/codec/binary/Base64.java,1177
codec1.21,protected,3,True,"org.apache.commons.codec.binary.BaseNCodec.BaseNCodec(AbstractBuilder<?,?>)",BaseNCodec,BaseNCodec,"AbstractBuilder<?,?>",org/apache/commons/codec/binary/BaseNCodec.java,515
codec1.21,protected,3,True,"org.apache.commons.codec.binary.BaseNCodec.BaseNCodec(int,int,int,int,byte,CodecPolicy)",BaseNCodec,BaseNCodec,"int,int,int,int,byte,CodecPolicy",org/apache/commons/codec/binary/BaseNCodec.java,581
codec1.21,public,3,False,org.apache.commons.codec.binary.BaseNCodec.decode(Object),BaseNCodec,decode,Object,org/apache/commons/codec/binary/BaseNCodec.java,654
codec1.21,protected,3,False,"org.apache.commons.codec.binary.BaseNCodec.ensureBufferSize(int,Context)",BaseNCodec,ensureBufferSize,"int,Context",org/apache/commons/codec/binary/BaseNCodec.java,759
codec1.21,private,3,False,"org.apache.commons.codec.binary.BaseNCodec.resizeBuffer(Context,int)",BaseNCodec,resizeBuffer,"Context,int",org/apache/commons/codec/binary/BaseNCodec.java,438
codec1.21,private,3,False,org.apache.commons.codec.binary.Hex.toByteArray(ByteBuffer),Hex,toByteArray,ByteBuffer,org/apache/commons/codec/binary/Hex.java,341
codec1.21,public,3,False,"org.apache.commons.codec.binary.StringUtils.getBytesUnchecked(String,String)",StringUtils,getBytesUnchecked,"String,String",org/apache/commons/codec/binary/StringUtils.java,169
codec1.21,public,3,False,"org.apache.commons.codec.binary.StringUtils.newString(byte[],String)",StringUtils,newString,"byte[],String",org/apache/commons/codec/binary/StringUtils.java,309
