project,access,cc,is_constructor,method_fen,class_name,method_name,params_types,file,line_number,coverage_status,full_coverage,not_full_reasons,line_cov_summary,instr_cov_summary,branch_cov_summary,tests,calls
lang3.20,private,4,False,org.apache.commons.lang3.reflect.ConstructorUtils.isAccessible(Class<?>),org.apache.commons.lang3.reflect.ConstructorUtils,isAccessible,Class<?>,org/apache/commons/lang3/reflect/ConstructorUtils.java,312,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),22,0
lang3.20,public,4,False,"org.apache.commons.lang3.reflect.FieldUtils.getDeclaredField(Class<?>,String,boolean)",org.apache.commons.lang3.reflect.FieldUtils,getDeclaredField,"Class<?>,String,boolean",org/apache/commons/lang3/reflect/FieldUtils.java,121,ok,False,branch_not_full,100.0% (11/11),100.0% (34/34),75.0% (3/4),0,0
lang3.20,private,4,False,"org.apache.commons.lang3.reflect.MethodUtils.getAccessibleMethodFromSuperclass(Class<?>,String,Class<?>[])",org.apache.commons.lang3.reflect.MethodUtils,getAccessibleMethodFromSuperclass,"Class<?>,String,Class<?>[]",org/apache/commons/lang3/reflect/MethodUtils.java,205,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),0,0
lang3.20,private,4,False,org.apache.commons.lang3.reflect.TypeUtils.getRawType(ParameterizedType),org.apache.commons.lang3.reflect.TypeUtils,getRawType,ParameterizedType,org/apache/commons/lang3/reflect/TypeUtils.java,689,ok,False,line_not_full;instr_not_full;branch_not_full,47.8% (11/23),59.3% (51/86),55.0% (11/20),0,0
lang3.20,private,4,False,org.apache.commons.lang3.text.ExtendedMessageFormat.getFormat(String),org.apache.commons.lang3.text.ExtendedMessageFormat,getFormat,String,org/apache/commons/lang3/text/ExtendedMessageFormat.java,278,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),0,0
lang3.20,private,4,False,"org.apache.commons.lang3.text.ExtendedMessageFormat.seekNonWs(String,ParsePosition)",org.apache.commons.lang3.text.ExtendedMessageFormat,seekNonWs,"String,ParsePosition",org/apache/commons/lang3/text/ExtendedMessageFormat.java,449,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),0,0
lang3.20,public,4,False,"org.apache.commons.lang3.text.StrBuilder.appendFixedWidthPadRight(Object,int,char)",org.apache.commons.lang3.text.StrBuilder,appendFixedWidthPadRight,"Object,int,char",org/apache/commons/lang3/text/StrBuilder.java,907,"coverage-error:unclosed token: line 1, column 2383864",False,"status=coverage-error:unclosed token: line 1, column 2383864",% (/),% (/),% (/),,
lang3.20,public,4,False,"org.apache.commons.lang3.text.StrBuilder.appendWithSeparators(Object[],String)",org.apache.commons.lang3.text.StrBuilder,appendWithSeparators,"Object[],String",org/apache/commons/lang3/text/StrBuilder.java,1450,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,4,False,"org.apache.commons.lang3.text.StrBuilder.indexOf(char,int)",org.apache.commons.lang3.text.StrBuilder,indexOf,"char,int",org/apache/commons/lang3/text/StrBuilder.java,2000,ok,False,line_not_full;instr_not_full;branch_not_full,52.4% (11/21),52.9% (46/87),42.9% (6/14),0,0
lang3.20,public,4,False,"org.apache.commons.lang3.text.StrBuilder.replaceAll(char,char)",org.apache.commons.lang3.text.StrBuilder,replaceAll,"char,char",org/apache/commons/lang3/text/StrBuilder.java,2572,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,4,False,"org.apache.commons.lang3.text.StrBuilder.replaceFirst(char,char)",org.apache.commons.lang3.text.StrBuilder,replaceFirst,"char,char",org/apache/commons/lang3/text/StrBuilder.java,2627,ok,False,line_not_full;instr_not_full,92.9% (13/14),85.0% (51/60),100.0% (10/10),0,0
lang3.20,public,4,False,org.apache.commons.lang3.text.StrBuilder.setLength(int),org.apache.commons.lang3.text.StrBuilder,setLength,int,org/apache/commons/lang3/text/StrBuilder.java,2803,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,4,False,"org.apache.commons.lang3.text.StrSubstitutor.replace(Object,Properties)",org.apache.commons.lang3.text.StrSubstitutor,replace,"Object,Properties",org/apache/commons/lang3/text/StrSubstitutor.java,205,ok,False,line_not_full;instr_not_full;branch_not_full,83.6% (56/67),83.5% (237/284),83.3% (25/30),104,12
lang3.20,private,4,False,"org.apache.commons.lang3.text.StrTokenizer.addToken(List<String>,String)",org.apache.commons.lang3.text.StrTokenizer,addToken,"List<String>,String",org/apache/commons/lang3/text/StrTokenizer.java,415,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),0,0
lang3.20,private,4,False,"org.apache.commons.lang3.text.StrTokenizer.isQuote(char[],int,int,int,int)",org.apache.commons.lang3.text.StrTokenizer,isQuote,"char[],int,int,int,int",org/apache/commons/lang3/text/StrTokenizer.java,615,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),0,0
lang3.20,public,4,False,org.apache.commons.lang3.time.AbstractFormatCache.equals(Object),org.apache.commons.lang3.time.AbstractFormatCache,equals,Object,org/apache/commons/lang3/time/AbstractFormatCache.java,59,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),0,0
lang3.20,public,4,False,org.apache.commons.lang3.time.FastDateParser.equals(Object),org.apache.commons.lang3.time.FastDateParser,equals,Object,org/apache/commons/lang3/time/FastDateParser.java,875,ok,False,instr_not_full;branch_not_full,100.0% (4/4),96.7% (29/30),62.5% (5/8),0,0
lang3.20,package-private,4,False,org.apache.commons.lang3.time.FastDateParser.getMaxWidth(ListIterator<StrategyAndWidth>),org.apache.commons.lang3.time.FastDateParser,getMaxWidth,ListIterator<StrategyAndWidth>,org/apache/commons/lang3/time/FastDateParser.java,409,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),0,0
lang3.20,package-private,4,False,org.apache.commons.lang3.time.FastDateParser.getStrategy(int),org.apache.commons.lang3.time.FastDateParser,getStrategy,int,org/apache/commons/lang3/time/FastDateParser.java,212,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),0,0
lang3.20,package-private,4,False,"org.apache.commons.lang3.time.FastDateParser.parse(FastDateParser,Calendar,String,ParsePosition,int)",org.apache.commons.lang3.time.FastDateParser,parse,"FastDateParser,Calendar,String,ParsePosition,int",org/apache/commons/lang3/time/FastDateParser.java,170,ok,False,line_not_full;instr_not_full;branch_not_full,89.5% (17/19),81.0% (81/100),90.0% (9/10),36,0
lang3.20,package-private,4,False,"org.apache.commons.lang3.time.FastDateParser.setCalendar(FastDateParser,Calendar,String)",org.apache.commons.lang3.time.FastDateParser,setCalendar,"FastDateParser,Calendar,String",org/apache/commons/lang3/time/FastDateParser.java,121,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,package-private,4,False,"org.apache.commons.lang3.time.FastDateParser.setCalendar(FastDateParser,Calendar,String)",org.apache.commons.lang3.time.FastDateParser,setCalendar,"FastDateParser,Calendar,String",org/apache/commons/lang3/time/FastDateParser.java,602,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,4,False,org.apache.commons.lang3.time.FastDatePrinter.equals(Object),org.apache.commons.lang3.time.FastDatePrinter,equals,Object,org/apache/commons/lang3/time/FastDatePrinter.java,1108,ok,False,branch_not_full,100.0% (6/6),100.0% (30/30),87.5% (7/8),92,0
lang3.20,package-private,4,False,org.apache.commons.lang3.time.FastDatePrinter.format(Object),org.apache.commons.lang3.time.FastDatePrinter,format,Object,org/apache/commons/lang3/time/FastDatePrinter.java,1216,ok,False,line_not_full;instr_not_full;branch_not_full,94.9% (37/39),93.0% (172/185),85.7% (12/14),89,0
lang3.20,public,4,False,"org.apache.commons.lang3.time.FastDatePrinter.format(Object,StringBuffer,FieldPosition)",org.apache.commons.lang3.time.FastDatePrinter,format,"Object,StringBuffer,FieldPosition",org/apache/commons/lang3/time/FastDatePrinter.java,1240,ok,False,line_not_full;instr_not_full;branch_not_full,94.9% (37/39),93.0% (172/185),85.7% (12/14),0,0
lang3.20,package-private,4,False,org.apache.commons.lang3.time.FastDatePrinter.getRule(int),org.apache.commons.lang3.time.FastDatePrinter,getRule,int,org/apache/commons/lang3/time/FastDatePrinter.java,177,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,private,3,False,"org.apache.commons.lang3.AnnotationUtils.hashMember(String,Object)",org.apache.commons.lang3.AnnotationUtils,hashMember,"String,Object",org/apache/commons/lang3/AnnotationUtils.java,264,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),13,0
lang3.20,public,3,False,"org.apache.commons.lang3.ArrayUtils.addAll(boolean[],boolean[])",org.apache.commons.lang3.ArrayUtils,addAll,"boolean[],boolean[]",org/apache/commons/lang3/ArrayUtils.java,855,ok,False,line_not_full;instr_not_full;branch_not_full,93.6% (73/78),91.3% (316/346),94.7% (36/38),0,0
lang3.20,public,3,False,"org.apache.commons.lang3.ArrayUtils.addAll(byte[],byte[])",org.apache.commons.lang3.ArrayUtils,addAll,"byte[],byte[]",org/apache/commons/lang3/ArrayUtils.java,887,ok,False,line_not_full;instr_not_full;branch_not_full,93.6% (73/78),91.3% (316/346),94.7% (36/38),655,16
lang3.20,public,3,False,"org.apache.commons.lang3.ArrayUtils.addAll(char[],char[])",org.apache.commons.lang3.ArrayUtils,addAll,"char[],char[]",org/apache/commons/lang3/ArrayUtils.java,919,ok,False,line_not_full;instr_not_full;branch_not_full,93.6% (73/78),91.3% (316/346),94.7% (36/38),0,0
lang3.20,public,3,False,"org.apache.commons.lang3.ArrayUtils.addAll(double[],double[])",org.apache.commons.lang3.ArrayUtils,addAll,"double[],double[]",org/apache/commons/lang3/ArrayUtils.java,951,ok,False,line_not_full;instr_not_full;branch_not_full,93.6% (73/78),91.3% (316/346),94.7% (36/38),0,0
lang3.20,public,3,False,"org.apache.commons.lang3.ArrayUtils.addAll(float[],float[])",org.apache.commons.lang3.ArrayUtils,addAll,"float[],float[]",org/apache/commons/lang3/ArrayUtils.java,983,ok,False,line_not_full;instr_not_full;branch_not_full,93.6% (73/78),91.3% (316/346),94.7% (36/38),479,41
lang3.20,public,3,False,"org.apache.commons.lang3.ArrayUtils.addAll(int[],int[])",org.apache.commons.lang3.ArrayUtils,addAll,"int[],int[]",org/apache/commons/lang3/ArrayUtils.java,1015,ok,False,line_not_full;instr_not_full;branch_not_full,93.6% (73/78),91.3% (316/346),94.7% (36/38),447,17
lang3.20,public,3,False,"org.apache.commons.lang3.ArrayUtils.addAll(long[],long[])",org.apache.commons.lang3.ArrayUtils,addAll,"long[],long[]",org/apache/commons/lang3/ArrayUtils.java,1047,ok,False,line_not_full;instr_not_full;branch_not_full,93.6% (73/78),91.3% (316/346),94.7% (36/38),633,19
lang3.20,public,3,False,"org.apache.commons.lang3.ArrayUtils.addAll(short[],short[])",org.apache.commons.lang3.ArrayUtils,addAll,"short[],short[]",org/apache/commons/lang3/ArrayUtils.java,1079,ok,False,line_not_full;instr_not_full;branch_not_full,93.6% (73/78),91.3% (316/346),94.7% (36/38),0,0
lang3.20,public,3,False,"org.apache.commons.lang3.ArrayUtils.isSameType(Object,Object)",org.apache.commons.lang3.ArrayUtils,isSameType,"Object,Object",org/apache/commons/lang3/ArrayUtils.java,3578,"coverage-error:unclosed token: line 1, column 2392055",False,"status=coverage-error:unclosed token: line 1, column 2392055",% (/),% (/),% (/),,
lang3.20,public,3,False,"org.apache.commons.lang3.ArrayUtils.nullToEmpty(T[],Class<T[]>)",org.apache.commons.lang3.ArrayUtils,nullToEmpty,"T[],Class<T[]>",org/apache/commons/lang3/ArrayUtils.java,4721,ok,False,line_not_full;instr_not_full;branch_not_full,95.8% (23/24),96.1% (124/129),95.0% (19/20),0,0
lang3.20,public,3,False,"org.apache.commons.lang3.ArrayUtils.reverse(byte[],int,int)",org.apache.commons.lang3.ArrayUtils,reverse,"byte[],int,int",org/apache/commons/lang3/ArrayUtils.java,6587,"coverage-error:unclosed token: line 1, column 1376192",False,"status=coverage-error:unclosed token: line 1, column 1376192",% (/),% (/),% (/),,
lang3.20,public,3,False,"org.apache.commons.lang3.ArrayUtils.reverse(double[],int,int)",org.apache.commons.lang3.ArrayUtils,reverse,"double[],int,int",org/apache/commons/lang3/ArrayUtils.java,6679,"coverage-error:unclosed token: line 1, column 2392062",False,"status=coverage-error:unclosed token: line 1, column 2392062",% (/),% (/),% (/),,
lang3.20,public,3,False,"org.apache.commons.lang3.ArrayUtils.reverse(short[],int,int)",org.apache.commons.lang3.ArrayUtils,reverse,"short[],int,int",org/apache/commons/lang3/ArrayUtils.java,6912,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,3,False,"org.apache.commons.lang3.ArrayUtils.subarray(double[],int,int)",org.apache.commons.lang3.ArrayUtils,subarray,"double[],int,int",org/apache/commons/lang3/ArrayUtils.java,8064,"coverage-error:no element found: line 1, column 0",False,"status=coverage-error:no element found: line 1, column 0",% (/),% (/),% (/),,
lang3.20,public,3,False,org.apache.commons.lang3.ArrayUtils.toObject(double[]),org.apache.commons.lang3.ArrayUtils,toObject,double[],org/apache/commons/lang3/ArrayUtils.java,8987,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,3,False,"org.apache.commons.lang3.BooleanUtils.toBoolean(int,int,int)",org.apache.commons.lang3.BooleanUtils,toBoolean,"int,int,int",org/apache/commons/lang3/BooleanUtils.java,438,ok,False,line_not_full;instr_not_full;branch_not_full,92.9% (26/28),95.7% (90/94),93.8% (30/32),0,0
lang3.20,public,3,False,org.apache.commons.lang3.BooleanUtils.toBooleanObject(Integer),org.apache.commons.lang3.BooleanUtils,toBooleanObject,Integer,org/apache/commons/lang3/BooleanUtils.java,644,ok,False,line_not_full;instr_not_full;branch_not_full,98.7% (75/76),98.6% (340/345),89.7% (131/146),0,0
lang3.20,public,3,False,"org.apache.commons.lang3.BooleanUtils.toInteger(Boolean,int,int,int)",org.apache.commons.lang3.BooleanUtils,toInteger,"Boolean,int,int,int",org/apache/commons/lang3/BooleanUtils.java,922,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,3,False,org.apache.commons.lang3.BooleanUtils.toIntegerObject(Boolean),org.apache.commons.lang3.BooleanUtils,toIntegerObject,Boolean,org/apache/commons/lang3/BooleanUtils.java,976,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,private,3,False,"org.apache.commons.lang3.CharSetUtils.modify(String,String[],boolean)",org.apache.commons.lang3.CharSetUtils,modify,"String,String[],boolean",org/apache/commons/lang3/CharSetUtils.java,171,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,3,False,org.apache.commons.lang3.ClassUtils.getAllInterfaces(Class<?>),org.apache.commons.lang3.ClassUtils,getAllInterfaces,Class<?>,org/apache/commons/lang3/ClassUtils.java,351,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,3,False,"org.apache.commons.lang3.ClassUtils.getCanonicalName(Class<?>,String)",org.apache.commons.lang3.ClassUtils,getCanonicalName,"Class<?>,String",org/apache/commons/lang3/ClassUtils.java,418,ok,False,instr_not_full;branch_not_full,100.0% (10/10),88.6% (31/35),75.0% (6/8),6,5
lang3.20,public,3,False,"org.apache.commons.lang3.ClassUtils.getCanonicalName(Object,String)",org.apache.commons.lang3.ClassUtils,getCanonicalName,"Object,String",org/apache/commons/lang3/ClassUtils.java,447,ok,False,instr_not_full;branch_not_full,100.0% (10/10),88.6% (31/35),75.0% (6/8),6,5
lang3.20,private,3,False,org.apache.commons.lang3.JavaVersion.toFloatVersion(String),org.apache.commons.lang3.JavaVersion,toFloatVersion,String,org/apache/commons/lang3/JavaVersion.java,321,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),0,0
lang3.20,private,3,False,org.apache.commons.lang3.LocaleUtils.isISO639LanguageCode(String),org.apache.commons.lang3.LocaleUtils,isISO639LanguageCode,String,org/apache/commons/lang3/LocaleUtils.java,209,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),0,0
lang3.20,package-private,3,True,"org.apache.commons.lang3.Range.Range(T,T,Comparator<T>)",org.apache.commons.lang3.Range,Range,"T,T,Comparator<T>",org/apache/commons/lang3/Range.java,221,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),70,0
lang3.20,public,3,False,org.apache.commons.lang3.Range.contains(T),org.apache.commons.lang3.Range,contains,T,org/apache/commons/lang3/Range.java,244,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,package-private,3,False,org.apache.commons.lang3.RuntimeEnvironment.inContainer(String),org.apache.commons.lang3.RuntimeEnvironment,inContainer,String,org/apache/commons/lang3/RuntimeEnvironment.java,103,ok,False,line_not_full;instr_not_full;branch_not_full,80.0% (4/5),81.2% (39/48),37.5% (3/8),3,2
lang3.20,public,3,False,org.apache.commons.lang3.SerializationUtils.clone(T),org.apache.commons.lang3.SerializationUtils,clone,T,org/apache/commons/lang3/SerializationUtils.java,119,ok,False,line_not_full;instr_not_full,75.0% (6/8),63.6% (28/44),100.0% (2/2),13,2
lang3.20,public,3,False,"org.apache.commons.lang3.StringEscapeUtils.translate(CharSequence,int,Writer)",org.apache.commons.lang3.StringEscapeUtils,translate,"CharSequence,int,Writer",org/apache/commons/lang3/StringEscapeUtils.java,56,"coverage-error:unclosed token: line 1, column 40926",False,"status=coverage-error:unclosed token: line 1, column 40926",% (/),% (/),% (/),,
lang3.20,public,3,False,"org.apache.commons.lang3.StringUtils.indexOfAny(CharSequence,String)",org.apache.commons.lang3.StringUtils,indexOfAny,"CharSequence,String",org/apache/commons/lang3/StringUtils.java,2831,ok,False,instr_not_full;branch_not_full,100.0% (29/29),91.9% (124/135),91.7% (33/36),0,0
lang3.20,public,3,False,"org.apache.commons.lang3.StringUtils.join(Iterator<?>,String)",org.apache.commons.lang3.StringUtils,join,"Iterator<?>,String",org/apache/commons/lang3/StringUtils.java,4329,ok,False,line_not_full;instr_not_full;branch_not_full,97.1% (134/138),96.4% (540/560),97.8% (88/90),0,0
lang3.20,public,3,False,"org.apache.commons.lang3.StringUtils.join(Iterator<?>,char)",org.apache.commons.lang3.StringUtils,join,"Iterator<?>,char",org/apache/commons/lang3/StringUtils.java,4303,ok,False,line_not_full;instr_not_full;branch_not_full,97.1% (134/138),96.4% (540/560),97.8% (88/90),0,0
lang3.20,public,3,False,"org.apache.commons.lang3.SystemProperties.getInt(String,IntSupplier)",org.apache.commons.lang3.SystemProperties,getInt,"String,IntSupplier",org/apache/commons/lang3/SystemProperties.java,1960,ok,False,line_not_full;instr_not_full;branch_not_full,66.7% (2/3),59.1% (13/22),75.0% (3/4),0,0
lang3.20,public,3,False,"org.apache.commons.lang3.SystemProperties.getLong(String,LongSupplier)",org.apache.commons.lang3.SystemProperties,getLong,"String,LongSupplier",org/apache/commons/lang3/SystemProperties.java,3724,"coverage-error:unclosed token: line 1, column 2400222",False,"status=coverage-error:unclosed token: line 1, column 2400222",% (/),% (/),% (/),,
lang3.20,package-private,3,False,"org.apache.commons.lang3.SystemProperties.getProperty(String,Supplier<String>)",org.apache.commons.lang3.SystemProperties,getProperty,"String,Supplier<String>",org/apache/commons/lang3/SystemProperties.java,3908,ok,False,line_not_full;instr_not_full,71.4% (5/7),82.8% (24/29),100.0% (2/2),0,0
lang3.20,public,3,False,"org.apache.commons.lang3.SystemUtils.getEnvironmentVariable(String,String)",org.apache.commons.lang3.SystemUtils,getEnvironmentVariable,"String,String",org/apache/commons/lang3/SystemUtils.java,2109,ok,False,line_not_full;instr_not_full;branch_not_full,50.0% (2/4),66.7% (8/12),50.0% (1/2),5,4
lang3.20,public,3,False,"org.apache.commons.lang3.ThreadUtils.findThreadById(long,ThreadGroup)",org.apache.commons.lang3.ThreadUtils,findThreadById,"long,ThreadGroup",org/apache/commons/lang3/ThreadUtils.java,224,ok,False,line_not_full;instr_not_full;branch_not_full,92.9% (13/14),97.3% (72/74),83.3% (15/18),0,0
lang3.20,public,3,False,"org.apache.commons.lang3.ThreadUtils.findThreadGroups(ThreadGroup,boolean,Predicate<ThreadGroup>)",org.apache.commons.lang3.ThreadUtils,findThreadGroups,"ThreadGroup,boolean,Predicate<ThreadGroup>",org/apache/commons/lang3/ThreadUtils.java,258,ok,False,line_not_full;instr_not_full;branch_not_full,80.0% (8/10),76.7% (46/60),50.0% (1/2),32,3
lang3.20,public,3,False,"org.apache.commons.lang3.ThreadUtils.findThreads(ThreadGroup,boolean,Predicate<Thread>)",org.apache.commons.lang3.ThreadUtils,findThreads,"ThreadGroup,boolean,Predicate<Thread>",org/apache/commons/lang3/ThreadUtils.java,341,ok,False,line_not_full;instr_not_full;branch_not_full,80.0% (8/10),76.7% (46/60),50.0% (1/2),29,3
lang3.20,public,3,False,org.apache.commons.lang3.ThreadUtils.getSystemThreadGroup(),org.apache.commons.lang3.ThreadUtils,getSystemThreadGroup,,org/apache/commons/lang3/ThreadUtils.java,462,ok,False,branch_not_full,100.0% (4/4),100.0% (14/14),75.0% (3/4),0,0
lang3.20,public,3,False,"org.apache.commons.lang3.Validate.exclusiveBetween(T,T,Comparable<T>)",org.apache.commons.lang3.Validate,exclusiveBetween,"T,T,Comparable<T>",org/apache/commons/lang3/Validate.java,176,"coverage-error:unclosed token: line 1, column 16381",False,"status=coverage-error:unclosed token: line 1, column 16381",% (/),% (/),% (/),,
lang3.20,public,3,False,"org.apache.commons.lang3.Validate.exclusiveBetween(T,T,Comparable<T>,String,Object[])",org.apache.commons.lang3.Validate,exclusiveBetween,"T,T,Comparable<T>,String,Object[]",org/apache/commons/lang3/Validate.java,200,ok,False,line_not_full;instr_not_full;branch_not_full,88.9% (16/18),98.5% (135/137),91.7% (22/24),13,12
lang3.20,public,3,False,"org.apache.commons.lang3.Validate.exclusiveBetween(double,double,double)",org.apache.commons.lang3.Validate,exclusiveBetween,"double,double,double",org/apache/commons/lang3/Validate.java,93,ok,False,line_not_full;instr_not_full;branch_not_full,94.4% (17/18),99.3% (136/137),95.8% (23/24),0,0
lang3.20,public,3,False,"org.apache.commons.lang3.Validate.exclusiveBetween(double,double,double,String)",org.apache.commons.lang3.Validate,exclusiveBetween,"double,double,double,String",org/apache/commons/lang3/Validate.java,114,ok,False,line_not_full;instr_not_full;branch_not_full,94.4% (17/18),99.3% (136/137),95.8% (23/24),0,0
lang3.20,public,3,False,"org.apache.commons.lang3.Validate.exclusiveBetween(long,long,long)",org.apache.commons.lang3.Validate,exclusiveBetween,"long,long,long",org/apache/commons/lang3/Validate.java,134,ok,False,line_not_full;instr_not_full;branch_not_full,77.8% (14/18),78.1% (107/137),79.2% (19/24),0,0
lang3.20,public,3,False,"org.apache.commons.lang3.Validate.exclusiveBetween(long,long,long,String)",org.apache.commons.lang3.Validate,exclusiveBetween,"long,long,long,String",org/apache/commons/lang3/Validate.java,155,ok,False,line_not_full;instr_not_full;branch_not_full,88.9% (16/18),98.5% (135/137),91.7% (22/24),0,0
lang3.20,public,3,False,"org.apache.commons.lang3.Validate.finite(double,String,Object[])",org.apache.commons.lang3.Validate,finite,"double,String,Object[]",org/apache/commons/lang3/Validate.java,237,ok,False,line_not_full;instr_not_full;branch_not_full,80.0% (4/5),72.0% (18/25),50.0% (2/4),0,0
lang3.20,private,3,True,"org.apache.commons.lang3.builder.DiffBuilder.DiffBuilder(T,T,ToStringStyle,boolean,String)",org.apache.commons.lang3.builder.DiffBuilder,DiffBuilder,"T,T,ToStringStyle,boolean,String",org/apache/commons/lang3/builder/DiffBuilder.java,266,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),72,0
lang3.20,public,3,False,"org.apache.commons.lang3.builder.DiffBuilder.append(String,Object[],Object[])",org.apache.commons.lang3.builder.DiffBuilder,append,"String,Object[],Object[]",org/apache/commons/lang3/builder/DiffBuilder.java,559,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,3,False,"org.apache.commons.lang3.builder.DiffBuilder.append(String,boolean,boolean)",org.apache.commons.lang3.builder.DiffBuilder,append,"String,boolean,boolean",org/apache/commons/lang3/builder/DiffBuilder.java,290,ok,False,line_not_full;instr_not_full;branch_not_full,71.7% (33/46),64.6% (381/590),84.4% (81/96),0,0
lang3.20,public,3,False,"org.apache.commons.lang3.builder.DiffBuilder.append(String,boolean[],boolean[])",org.apache.commons.lang3.builder.DiffBuilder,append,"String,boolean[],boolean[]",org/apache/commons/lang3/builder/DiffBuilder.java,303,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,3,False,"org.apache.commons.lang3.builder.DiffBuilder.append(String,byte,byte)",org.apache.commons.lang3.builder.DiffBuilder,append,"String,byte,byte",org/apache/commons/lang3/builder/DiffBuilder.java,316,ok,False,line_not_full;instr_not_full;branch_not_full,84.8% (39/46),77.3% (456/590),92.7% (89/96),0,0
lang3.20,public,3,False,"org.apache.commons.lang3.builder.DiffBuilder.append(String,byte[],byte[])",org.apache.commons.lang3.builder.DiffBuilder,append,"String,byte[],byte[]",org/apache/commons/lang3/builder/DiffBuilder.java,329,ok,False,line_not_full;instr_not_full;branch_not_full,84.8% (39/46),75.3% (444/590),92.7% (89/96),79,0
lang3.20,public,3,False,"org.apache.commons.lang3.builder.DiffBuilder.append(String,char,char)",org.apache.commons.lang3.builder.DiffBuilder,append,"String,char,char",org/apache/commons/lang3/builder/DiffBuilder.java,342,ok,False,line_not_full;instr_not_full;branch_not_full,84.8% (39/46),79.3% (468/590),92.7% (89/96),0,0
lang3.20,public,3,False,"org.apache.commons.lang3.builder.DiffBuilder.append(String,char[],char[])",org.apache.commons.lang3.builder.DiffBuilder,append,"String,char[],char[]",org/apache/commons/lang3/builder/DiffBuilder.java,355,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,3,False,"org.apache.commons.lang3.builder.DiffBuilder.append(String,double,double)",org.apache.commons.lang3.builder.DiffBuilder,append,"String,double,double",org/apache/commons/lang3/builder/DiffBuilder.java,407,ok,False,line_not_full;instr_not_full;branch_not_full,84.8% (39/46),80.3% (474/590),92.7% (89/96),0,0
lang3.20,public,3,False,"org.apache.commons.lang3.builder.DiffBuilder.append(String,double[],double[])",org.apache.commons.lang3.builder.DiffBuilder,append,"String,double[],double[]",org/apache/commons/lang3/builder/DiffBuilder.java,421,ok,False,line_not_full;instr_not_full;branch_not_full,84.8% (39/46),78.3% (462/590),92.7% (89/96),79,0
lang3.20,public,3,False,"org.apache.commons.lang3.builder.DiffBuilder.append(String,float,float)",org.apache.commons.lang3.builder.DiffBuilder,append,"String,float,float",org/apache/commons/lang3/builder/DiffBuilder.java,434,ok,False,line_not_full;instr_not_full;branch_not_full,84.8% (39/46),72.5% (428/590),92.7% (89/96),0,0
lang3.20,public,3,False,"org.apache.commons.lang3.builder.DiffBuilder.append(String,float[],float[])",org.apache.commons.lang3.builder.DiffBuilder,append,"String,float[],float[]",org/apache/commons/lang3/builder/DiffBuilder.java,448,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,3,False,"org.apache.commons.lang3.builder.DiffBuilder.append(String,int,int)",org.apache.commons.lang3.builder.DiffBuilder,append,"String,int,int",org/apache/commons/lang3/builder/DiffBuilder.java,461,ok,False,line_not_full;instr_not_full;branch_not_full,84.8% (39/46),78.3% (462/590),92.7% (89/96),0,0
lang3.20,public,3,False,"org.apache.commons.lang3.builder.DiffBuilder.append(String,int[],int[])",org.apache.commons.lang3.builder.DiffBuilder,append,"String,int[],int[]",org/apache/commons/lang3/builder/DiffBuilder.java,474,ok,False,line_not_full;instr_not_full;branch_not_full,84.8% (39/46),76.3% (450/590),92.7% (89/96),0,0
