project,access,cc,is_constructor,method_fen,class_name,method_name,params_types,file,line_number,coverage_status,full_coverage,not_full_reasons,line_cov_summary,instr_cov_summary,branch_cov_summary,tests,calls
lang3.20,public,10,False,org.apache.commons.lang3.reflect.TypeUtils.toString(Type),org.apache.commons.lang3.reflect.TypeUtils,toString,Type,org/apache/commons/lang3/reflect/TypeUtils.java,1537,ok,False,line_not_full;instr_not_full;branch_not_full,83.3% (10/12),77.8% (35/45),80.0% (8/10),0,0
lang3.20,private,10,False,"org.apache.commons.lang3.text.StrTokenizer.readWithQuotes(char[],int,int,StrBuilder,List<String>,int,int)",org.apache.commons.lang3.text.StrTokenizer,readWithQuotes,"char[],int,int,StrBuilder,List<String>,int,int",org/apache/commons/lang3/text/StrTokenizer.java,758,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),0,0
lang3.20,public,10,False,"org.apache.commons.lang3.text.translate.UnicodeUnescaper.translate(CharSequence,int,Writer)",org.apache.commons.lang3.text.translate.UnicodeUnescaper,translate,"CharSequence,int,Writer",org/apache/commons/lang3/text/translate/UnicodeUnescaper.java,46,ok,False,line_not_full;instr_not_full;branch_not_full,68.8% (11/16),87.1% (101/116),93.8% (15/16),0,0
lang3.20,protected,10,False,"org.apache.commons.lang3.time.FastDatePrinter.parseToken(String,int[])",org.apache.commons.lang3.time.FastDatePrinter,parseToken,"String,int[]",org/apache/commons/lang3/time/FastDatePrinter.java,1479,ok,False,line_not_full;instr_not_full;branch_not_full,93.3% (28/30),94.4% (102/108),95.0% (19/20),0,0
lang3.20,public,10,False,org.apache.commons.lang3.tuple.Pair.equals(Object),org.apache.commons.lang3.tuple.Pair,equals,Object,org/apache/commons/lang3/tuple/Pair.java,168,ok,False,line_not_full;instr_not_full;branch_not_full,85.7% (6/7),93.1% (27/29),87.5% (7/8),0,0
lang3.20,private,9,False,"org.apache.commons.lang3.AnnotationUtils.arrayMemberHash(Class<?>,Object)",org.apache.commons.lang3.AnnotationUtils,arrayMemberHash,"Class<?>,Object",org/apache/commons/lang3/AnnotationUtils.java,157,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,9,False,"org.apache.commons.lang3.StringUtils.leftPad(String,int,String)",org.apache.commons.lang3.StringUtils,leftPad,"String,int,String",org/apache/commons/lang3/StringUtils.java,5155,ok,False,line_not_full;instr_not_full,96.6% (28/29),94.7% (108/114),100.0% (22/22),0,0
lang3.20,public,9,False,org.apache.commons.lang3.StringUtils.normalizeSpace(String),org.apache.commons.lang3.StringUtils,normalizeSpace,String,org/apache/commons/lang3/StringUtils.java,5382,ok,False,instr_not_full;branch_not_full,100.0% (20/20),97.4% (76/78),93.8% (15/16),0,0
lang3.20,public,9,False,"org.apache.commons.lang3.StringUtils.substringsBetween(String,String,String)",org.apache.commons.lang3.StringUtils,substringsBetween,"String,String,String",org/apache/commons/lang3/StringUtils.java,8541,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,9,False,"org.apache.commons.lang3.Strings.equals(CharSequence,CharSequence)",org.apache.commons.lang3.Strings,equals,"CharSequence,CharSequence",org/apache/commons/lang3/Strings.java,225,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),0,0
lang3.20,public,9,False,"org.apache.commons.lang3.builder.CompareToBuilder.append(Object[],Object[],Comparator<?>)",org.apache.commons.lang3.builder.CompareToBuilder,append,"Object[],Object[],Comparator<?>",org/apache/commons/lang3/builder/CompareToBuilder.java,870,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,9,False,"org.apache.commons.lang3.builder.CompareToBuilder.append(int[],int[])",org.apache.commons.lang3.builder.CompareToBuilder,append,"int[],int[]",org/apache/commons/lang3/builder/CompareToBuilder.java,663,"coverage-error:unclosed token: line 1, column 16344",False,"status=coverage-error:unclosed token: line 1, column 16344",% (/),% (/),% (/),,
lang3.20,private,9,False,"org.apache.commons.lang3.builder.CompareToBuilder.appendArray(Object,Object,Comparator<?>)",org.apache.commons.lang3.builder.CompareToBuilder,appendArray,"Object,Object,Comparator<?>",org/apache/commons/lang3/builder/CompareToBuilder.java,951,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),0,0
lang3.20,public,9,False,"org.apache.commons.lang3.builder.EqualsBuilder.append(Object,Object)",org.apache.commons.lang3.builder.EqualsBuilder,append,"Object,Object",org/apache/commons/lang3/builder/EqualsBuilder.java,719,ok,False,line_not_full;instr_not_full;branch_not_full,99.4% (155/156),99.2% (608/613),99.4% (167/168),0,0
lang3.20,private,9,False,org.apache.commons.lang3.builder.HashCodeBuilder.appendArray(Object),org.apache.commons.lang3.builder.HashCodeBuilder,appendArray,Object,org/apache/commons/lang3/builder/HashCodeBuilder.java,833,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),61,0
lang3.20,private,9,False,"org.apache.commons.lang3.builder.HashCodeBuilder.reflectionAppend(Object,Class<?>,HashCodeBuilder,boolean,String[])",org.apache.commons.lang3.builder.HashCodeBuilder,reflectionAppend,"Object,Class<?>,HashCodeBuilder,boolean,String[]",org/apache/commons/lang3/builder/HashCodeBuilder.java,178,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),0,0
lang3.20,protected,9,False,org.apache.commons.lang3.builder.ReflectionToStringBuilder.accept(Field),org.apache.commons.lang3.builder.ReflectionToStringBuilder,accept,Field,org/apache/commons/lang3/builder/ReflectionToStringBuilder.java,603,ok,False,line_not_full;instr_not_full;branch_not_full,91.7% (11/12),91.5% (54/59),80.0% (16/20),52,0
lang3.20,private,9,False,"org.apache.commons.lang3.math.Fraction.addSub(Fraction,boolean)",org.apache.commons.lang3.math.Fraction,addSub,"Fraction,boolean",org/apache/commons/lang3/math/Fraction.java,537,"coverage-error:no element found: line 1, column 0",False,"status=coverage-error:no element found: line 1, column 0",% (/),% (/),% (/),,
lang3.20,public,9,False,"org.apache.commons.lang3.reflect.ConstructorUtils.getMatchingAccessibleConstructor(Class<T>,Class<?>[])",org.apache.commons.lang3.reflect.ConstructorUtils,getMatchingAccessibleConstructor,"Class<T>,Class<?>[]",org/apache/commons/lang3/reflect/ConstructorUtils.java,115,ok,False,instr_not_full;branch_not_full,100.0% (14/14),91.2% (52/57),60.0% (6/10),22,5
lang3.20,public,9,False,"org.apache.commons.lang3.reflect.FieldUtils.getField(Class<?>,String,boolean)",org.apache.commons.lang3.reflect.FieldUtils,getField,"Class<?>,String,boolean",org/apache/commons/lang3/reflect/FieldUtils.java,178,ok,False,line_not_full;instr_not_full;branch_not_full,80.0% (16/20),70.7% (58/82),70.0% (7/10),74,5
lang3.20,private,9,False,"org.apache.commons.lang3.reflect.MethodUtils.distance(Class<?>[],Class<?>[])",org.apache.commons.lang3.reflect.MethodUtils,distance,"Class<?>[],Class<?>[]",org/apache/commons/lang3/reflect/MethodUtils.java,80,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),0,0
lang3.20,public,9,False,"org.apache.commons.lang3.reflect.TypeUtils.determineTypeArguments(Class<?>,ParameterizedType)",org.apache.commons.lang3.reflect.TypeUtils,determineTypeArguments,"Class<?>,ParameterizedType",org/apache/commons/lang3/reflect/TypeUtils.java,423,ok,False,line_not_full;instr_not_full;branch_not_full,40.0% (6/15),44.4% (24/54),33.3% (2/6),0,0
lang3.20,private,9,False,"org.apache.commons.lang3.reflect.TypeUtils.getTypeArguments(ParameterizedType,Class<?>,Map<TypeVariable<?>,Type>)",org.apache.commons.lang3.reflect.TypeUtils,getTypeArguments,"ParameterizedType,Class<?>,Map<TypeVariable<?>,Type>",org/apache/commons/lang3/reflect/TypeUtils.java,813,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,private,9,False,org.apache.commons.lang3.reflect.TypeUtils.typeVariableToString(TypeVariable<?>),org.apache.commons.lang3.reflect.TypeUtils,typeVariableToString,TypeVariable<?>,org/apache/commons/lang3/reflect/TypeUtils.java,1588,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,9,False,"org.apache.commons.lang3.text.StrBuilder.read(char[],int,int)",org.apache.commons.lang3.text.StrBuilder,read,"char[],int,int",org/apache/commons/lang3/text/StrBuilder.java,132,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),0,0
lang3.20,public,9,False,"org.apache.commons.lang3.time.DurationFormatUtils.formatDurationWords(long,boolean,boolean)",org.apache.commons.lang3.time.DurationFormatUtils,formatDurationWords,"long,boolean,boolean",org/apache/commons/lang3/time/DurationFormatUtils.java,430,ok,False,line_not_full;instr_not_full;branch_not_full,55.0% (22/40),59.1% (94/159),43.8% (7/16),0,0
lang3.20,public,8,False,"org.apache.commons.lang3.ArrayUtils.startsWith(byte[],byte[])",org.apache.commons.lang3.ArrayUtils,startsWith,"byte[],byte[]",org/apache/commons/lang3/ArrayUtils.java,7917,ok,False,line_not_full;instr_not_full;branch_not_full,84.6% (11/13),87.2% (41/47),78.6% (11/14),634,1
lang3.20,public,8,False,"org.apache.commons.lang3.BooleanUtils.toBooleanObject(Integer,Integer,Integer,Integer)",org.apache.commons.lang3.BooleanUtils,toBooleanObject,"Integer,Integer,Integer,Integer",org/apache/commons/lang3/BooleanUtils.java,676,ok,False,line_not_full;instr_not_full;branch_not_full,98.7% (75/76),97.7% (337/345),88.4% (129/146),0,0
lang3.20,public,8,False,"org.apache.commons.lang3.BooleanUtils.toBooleanObject(String,String,String,String)",org.apache.commons.lang3.BooleanUtils,toBooleanObject,"String,String,String,String",org/apache/commons/lang3/BooleanUtils.java,852,ok,False,line_not_full;instr_not_full;branch_not_full,98.7% (75/76),94.2% (325/345),82.2% (120/146),51,50
lang3.20,public,8,False,org.apache.commons.lang3.CharRange.contains(CharRange),org.apache.commons.lang3.CharRange,contains,CharRange,org/apache/commons/lang3/CharRange.java,257,ok,False,instr_not_full;branch_not_full,100.0% (9/9),92.9% (78/84),89.3% (25/28),0,0
lang3.20,public,8,False,"org.apache.commons.lang3.ClassUtils.getPublicMethod(Class<?>,String,Class<?>[])",org.apache.commons.lang3.ClassUtils,getPublicMethod,"Class<?>,String,Class<?>[]",org/apache/commons/lang3/ClassUtils.java,800,ok,False,line_not_full;instr_not_full;branch_not_full,0.0% (0/16),0.0% (0/69),0.0% (0/8),0,0
lang3.20,public,8,False,org.apache.commons.lang3.ObjectUtils.clone(T),org.apache.commons.lang3.ObjectUtils,clone,T,org/apache/commons/lang3/ObjectUtils.java,232,ok,False,line_not_full;instr_not_full;branch_not_full,38.9% (7/18),34.8% (24/69),37.5% (3/8),0,0
lang3.20,public,8,False,org.apache.commons.lang3.StringUtils.chomp(String),org.apache.commons.lang3.StringUtils,chomp,String,org/apache/commons/lang3/StringUtils.java,675,ok,False,line_not_full;instr_not_full;branch_not_full,87.5% (14/16),84.5% (49/58),78.6% (11/14),10,9
lang3.20,public,8,False,"org.apache.commons.lang3.StringUtils.indexOfAny(CharSequence,CharSequence[])",org.apache.commons.lang3.StringUtils,indexOfAny,"CharSequence,CharSequence[]",org/apache/commons/lang3/StringUtils.java,2738,ok,False,instr_not_full;branch_not_full,100.0% (29/29),91.9% (124/135),91.7% (33/36),13,0
lang3.20,public,8,False,"org.apache.commons.lang3.StringUtils.overlay(String,String,int,int)",org.apache.commons.lang3.StringUtils,overlay,"String,String,int,int",org/apache/commons/lang3/StringUtils.java,5543,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,8,False,"org.apache.commons.lang3.Strings.lastIndexOf(CharSequence,CharSequence,int)",org.apache.commons.lang3.Strings,lastIndexOf,"CharSequence,CharSequence,int",org/apache/commons/lang3/Strings.java,170,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,private,8,False,"org.apache.commons.lang3.builder.CompareToBuilder.reflectionAppend(Object,Object,Class<?>,CompareToBuilder,boolean,String[])",org.apache.commons.lang3.builder.CompareToBuilder,reflectionAppend,"Object,Object,Class<?>,CompareToBuilder,boolean,String[]",org/apache/commons/lang3/builder/CompareToBuilder.java,110,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),0,0
lang3.20,public,8,False,"org.apache.commons.lang3.builder.EqualsBuilder.append(Object[],Object[])",org.apache.commons.lang3.builder.EqualsBuilder,append,"Object[],Object[]",org/apache/commons/lang3/builder/EqualsBuilder.java,757,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,8,False,"org.apache.commons.lang3.builder.EqualsBuilder.append(boolean[],boolean[])",org.apache.commons.lang3.builder.EqualsBuilder,append,"boolean[],boolean[]",org/apache/commons/lang3/builder/EqualsBuilder.java,403,ok,False,line_not_full;instr_not_full;branch_not_full,99.4% (155/156),99.2% (608/613),99.4% (167/168),110,0
lang3.20,public,8,False,"org.apache.commons.lang3.builder.EqualsBuilder.append(byte[],byte[])",org.apache.commons.lang3.builder.EqualsBuilder,append,"byte[],byte[]",org/apache/commons/lang3/builder/EqualsBuilder.java,448,ok,False,line_not_full;instr_not_full;branch_not_full,99.4% (155/156),99.2% (608/613),99.4% (167/168),119,0
lang3.20,public,8,False,"org.apache.commons.lang3.builder.EqualsBuilder.append(char[],char[])",org.apache.commons.lang3.builder.EqualsBuilder,append,"char[],char[]",org/apache/commons/lang3/builder/EqualsBuilder.java,493,ok,False,line_not_full;instr_not_full;branch_not_full,99.4% (155/156),99.2% (608/613),98.2% (165/168),121,0
lang3.20,public,8,False,"org.apache.commons.lang3.builder.EqualsBuilder.append(double[],double[])",org.apache.commons.lang3.builder.EqualsBuilder,append,"double[],double[]",org/apache/commons/lang3/builder/EqualsBuilder.java,544,"coverage-error:unclosed token: line 1, column 2351072",False,"status=coverage-error:unclosed token: line 1, column 2351072",% (/),% (/),% (/),,
lang3.20,public,8,False,"org.apache.commons.lang3.builder.EqualsBuilder.append(float[],float[])",org.apache.commons.lang3.builder.EqualsBuilder,append,"float[],float[]",org/apache/commons/lang3/builder/EqualsBuilder.java,595,ok,False,line_not_full;instr_not_full;branch_not_full,99.4% (155/156),99.2% (608/613),99.4% (167/168),0,0
lang3.20,public,8,False,"org.apache.commons.lang3.builder.EqualsBuilder.append(int[],int[])",org.apache.commons.lang3.builder.EqualsBuilder,append,"int[],int[]",org/apache/commons/lang3/builder/EqualsBuilder.java,640,ok,False,line_not_full;instr_not_full;branch_not_full,99.4% (155/156),99.2% (608/613),99.4% (167/168),104,0
lang3.20,public,8,False,"org.apache.commons.lang3.builder.EqualsBuilder.append(long[],long[])",org.apache.commons.lang3.builder.EqualsBuilder,append,"long[],long[]",org/apache/commons/lang3/builder/EqualsBuilder.java,687,ok,False,line_not_full;instr_not_full;branch_not_full,99.4% (155/156),99.2% (608/613),99.4% (167/168),0,0
lang3.20,public,8,False,"org.apache.commons.lang3.builder.EqualsBuilder.append(short[],short[])",org.apache.commons.lang3.builder.EqualsBuilder,append,"short[],short[]",org/apache/commons/lang3/builder/EqualsBuilder.java,802,ok,False,line_not_full;instr_not_full;branch_not_full,99.4% (155/156),99.2% (608/613),99.4% (167/168),0,0
lang3.20,private,8,False,"org.apache.commons.lang3.reflect.MemberUtils.getPrimitivePromotionCost(Class<?>,Class<?>)",org.apache.commons.lang3.reflect.MemberUtils,getPrimitivePromotionCost,"Class<?>,Class<?>",org/apache/commons/lang3/reflect/MemberUtils.java,169,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,private,8,False,"org.apache.commons.lang3.reflect.MethodUtils.getAccessibleMethodFromInterfaceNest(Class<?>,String,Class<?>[])",org.apache.commons.lang3.reflect.MethodUtils,getAccessibleMethodFromInterfaceNest,"Class<?>,String,Class<?>[]",org/apache/commons/lang3/reflect/MethodUtils.java,167,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),0,0
lang3.20,private,8,False,"org.apache.commons.lang3.reflect.TypeUtils.mapTypeVariablesToArguments(Class<T>,ParameterizedType,Map<TypeVariable<?>,Type>)",org.apache.commons.lang3.reflect.TypeUtils,mapTypeVariablesToArguments,"Class<T>,ParameterizedType,Map<TypeVariable<?>,Type>",org/apache/commons/lang3/reflect/TypeUtils.java,1290,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),0,0
lang3.20,private,8,False,org.apache.commons.lang3.reflect.TypeUtils.parameterizedTypeToString(ParameterizedType),org.apache.commons.lang3.reflect.TypeUtils,parameterizedTypeToString,ParameterizedType,org/apache/commons/lang3/reflect/TypeUtils.java,1413,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),80,0
lang3.20,public,8,False,org.apache.commons.lang3.reflect.TypeUtils.toLongString(TypeVariable<?>),org.apache.commons.lang3.reflect.TypeUtils,toLongString,TypeVariable<?>,org/apache/commons/lang3/reflect/TypeUtils.java,1507,ok,False,line_not_full;instr_not_full;branch_not_full,0.0% (0/14),0.0% (0/63),0.0% (0/6),80,0
lang3.20,private,8,False,"org.apache.commons.lang3.text.ExtendedMessageFormat.insertFormats(String,ArrayList<String>)",org.apache.commons.lang3.text.ExtendedMessageFormat,insertFormats,"String,ArrayList<String>",org/apache/commons/lang3/text/ExtendedMessageFormat.java,319,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,8,False,org.apache.commons.lang3.text.StrBuilder.trim(),org.apache.commons.lang3.text.StrBuilder,trim,,org/apache/commons/lang3/text/StrBuilder.java,3004,ok,False,line_not_full;instr_not_full;branch_not_full,85.7% (12/14),87.0% (47/54),71.4% (10/14),0,0
lang3.20,private,8,False,"org.apache.commons.lang3.text.StrTokenizer.readNextToken(char[],int,int,StrBuilder,List<String>)",org.apache.commons.lang3.text.StrTokenizer,readNextToken,"char[],int,int,StrBuilder,List<String>",org/apache/commons/lang3/text/StrTokenizer.java,708,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),69,0
lang3.20,public,8,False,"org.apache.commons.lang3.text.translate.CharSequenceTranslator.translate(CharSequence,Writer)",org.apache.commons.lang3.text.translate.CharSequenceTranslator,translate,"CharSequence,Writer",org/apache/commons/lang3/text/translate/CharSequenceTranslator.java,104,ok,False,line_not_full;instr_not_full;branch_not_full,67.9% (19/28),73.3% (66/90),56.2% (9/16),1,0
lang3.20,public,8,False,"org.apache.commons.lang3.time.DateUtils.isSameLocalTime(Calendar,Calendar)",org.apache.commons.lang3.time.DateUtils,isSameLocalTime,"Calendar,Calendar",org/apache/commons/lang3/time/DateUtils.java,934,ok,False,branch_not_full,100.0% (10/10),100.0% (66/66),81.2% (13/16),0,0
lang3.20,package-private,8,False,org.apache.commons.lang3.time.DurationUtils.toChronoUnit(TimeUnit),org.apache.commons.lang3.time.DurationUtils,toChronoUnit,TimeUnit,org/apache/commons/lang3/time/DurationUtils.java,204,ok,False,line_not_full;instr_not_full;branch_not_full,88.9% (8/9),77.8% (21/27),87.5% (7/8),0,0
lang3.20,private,8,False,org.apache.commons.lang3.time.FastDateParser.literal(),org.apache.commons.lang3.time.FastDateParser,literal,,org/apache/commons/lang3/time/FastDateParser.java,457,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),0,0
lang3.20,package-private,8,False,"org.apache.commons.lang3.time.FastDateParser.parse(FastDateParser,Calendar,String,ParsePosition,int)",org.apache.commons.lang3.time.FastDateParser,parse,"FastDateParser,Calendar,String,ParsePosition,int",org/apache/commons/lang3/time/FastDateParser.java,278,ok,False,line_not_full;instr_not_full;branch_not_full,89.5% (17/19),81.0% (81/100),90.0% (9/10),36,0
lang3.20,public,7,False,org.apache.commons.lang3.AnnotationUtils.isValidAnnotationMemberType(Class<?>),org.apache.commons.lang3.AnnotationUtils,isValidAnnotationMemberType,Class<?>,org/apache/commons/lang3/AnnotationUtils.java,286,ok,False,line_not_full;instr_not_full;branch_not_full,83.3% (5/6),90.3% (28/31),71.4% (10/14),13,3
lang3.20,public,7,False,"org.apache.commons.lang3.ArrayUtils.indexOf(Object[],Object,int)",org.apache.commons.lang3.ArrayUtils,indexOf,"Object[],Object,int",org/apache/commons/lang3/ArrayUtils.java,2751,ok,False,instr_not_full;branch_not_full,100.0% (81/81),98.2% (327/333),92.1% (70/76),0,0
lang3.20,public,7,False,"org.apache.commons.lang3.ArrayUtils.insert(int,char[],char[])",org.apache.commons.lang3.ArrayUtils,insert,"int,char[],char[]",org/apache/commons/lang3/ArrayUtils.java,2914,ok,False,line_not_full;instr_not_full;branch_not_full,95.0% (113/119),96.2% (638/663),94.4% (102/108),0,0
lang3.20,public,7,False,"org.apache.commons.lang3.ArrayUtils.insert(int,double[],double[])",org.apache.commons.lang3.ArrayUtils,insert,"int,double[],double[]",org/apache/commons/lang3/ArrayUtils.java,2954,ok,False,line_not_full;instr_not_full;branch_not_full,99.2% (118/119),99.7% (661/663),99.1% (107/108),605,25
lang3.20,public,7,False,"org.apache.commons.lang3.ArrayUtils.insert(int,float[],float[])",org.apache.commons.lang3.ArrayUtils,insert,"int,float[],float[]",org/apache/commons/lang3/ArrayUtils.java,2994,ok,False,line_not_full;instr_not_full;branch_not_full,98.3% (117/119),98.8% (655/663),98.1% (106/108),0,0
lang3.20,public,7,False,"org.apache.commons.lang3.ArrayUtils.insert(int,short[],short[])",org.apache.commons.lang3.ArrayUtils,insert,"int,short[],short[]",org/apache/commons/lang3/ArrayUtils.java,3114,ok,False,line_not_full;instr_not_full;branch_not_full,91.6% (109/119),93.7% (621/663),89.8% (97/108),0,0
lang3.20,public,7,False,"org.apache.commons.lang3.ArrayUtils.removeElements(T[],T[])",org.apache.commons.lang3.ArrayUtils,removeElements,"T[],T[]",org/apache/commons/lang3/ArrayUtils.java,6486,ok,False,branch_not_full,100.0% (127/127),100.0% (682/682),97.2% (105/108),591,22
lang3.20,public,7,False,"org.apache.commons.lang3.ArrayUtils.removeElements(boolean[],boolean[])",org.apache.commons.lang3.ArrayUtils,removeElements,"boolean[],boolean[]",org/apache/commons/lang3/ArrayUtils.java,6092,ok,False,branch_not_full,100.0% (127/127),100.0% (682/682),95.4% (103/108),0,0
lang3.20,public,7,False,"org.apache.commons.lang3.ArrayUtils.removeElements(byte[],byte[])",org.apache.commons.lang3.ArrayUtils,removeElements,"byte[],byte[]",org/apache/commons/lang3/ArrayUtils.java,6141,ok,False,branch_not_full,100.0% (127/127),100.0% (682/682),97.2% (105/108),0,0
lang3.20,public,7,False,"org.apache.commons.lang3.ArrayUtils.removeElements(char[],char[])",org.apache.commons.lang3.ArrayUtils,removeElements,"char[],char[]",org/apache/commons/lang3/ArrayUtils.java,6190,ok,False,branch_not_full,100.0% (127/127),100.0% (682/682),95.4% (103/108),0,0
lang3.20,public,7,False,"org.apache.commons.lang3.ArrayUtils.removeElements(double[],double[])",org.apache.commons.lang3.ArrayUtils,removeElements,"double[],double[]",org/apache/commons/lang3/ArrayUtils.java,6239,ok,False,branch_not_full,100.0% (127/127),100.0% (682/682),99.1% (107/108),551,18
lang3.20,public,7,False,"org.apache.commons.lang3.ArrayUtils.removeElements(float[],float[])",org.apache.commons.lang3.ArrayUtils,removeElements,"float[],float[]",org/apache/commons/lang3/ArrayUtils.java,6288,ok,False,branch_not_full,100.0% (127/127),100.0% (682/682),99.1% (107/108),0,0
lang3.20,public,7,False,"org.apache.commons.lang3.ArrayUtils.removeElements(int[],int[])",org.apache.commons.lang3.ArrayUtils,removeElements,"int[],int[]",org/apache/commons/lang3/ArrayUtils.java,6337,ok,False,branch_not_full,100.0% (127/127),100.0% (682/682),88.9% (96/108),633,16
lang3.20,public,7,False,"org.apache.commons.lang3.ArrayUtils.removeElements(long[],long[])",org.apache.commons.lang3.ArrayUtils,removeElements,"long[],long[]",org/apache/commons/lang3/ArrayUtils.java,6386,ok,False,branch_not_full,100.0% (127/127),100.0% (682/682),97.2% (105/108),0,0
lang3.20,public,7,False,"org.apache.commons.lang3.ArrayUtils.removeElements(short[],short[])",org.apache.commons.lang3.ArrayUtils,removeElements,"short[],short[]",org/apache/commons/lang3/ArrayUtils.java,6435,ok,False,branch_not_full,100.0% (127/127),100.0% (682/682),97.2% (105/108),353,7
lang3.20,public,7,False,"org.apache.commons.lang3.ClassUtils.getClass(ClassLoader,String,boolean)",org.apache.commons.lang3.ClassUtils,getClass,"ClassLoader,String,boolean",org/apache/commons/lang3/ClassUtils.java,545,ok,False,instr_not_full;branch_not_full,100.0% (15/15),96.0% (72/75),87.5% (7/8),0,0
lang3.20,public,7,False,"org.apache.commons.lang3.Conversion.binaryToByte(boolean[],int,byte,int,int)",org.apache.commons.lang3.Conversion,binaryToByte,"boolean[],int,byte,int,int",org/apache/commons/lang3/Conversion.java,155,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,7,False,"org.apache.commons.lang3.Strings.appendIfMissing(String,CharSequence,CharSequence[])",org.apache.commons.lang3.Strings,appendIfMissing,"String,CharSequence,CharSequence[]",org/apache/commons/lang3/Strings.java,404,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,7,False,"org.apache.commons.lang3.builder.CompareToBuilder.append(Object,Object,Comparator<?>)",org.apache.commons.lang3.builder.CompareToBuilder,append,"Object,Object,Comparator<?>",org/apache/commons/lang3/builder/CompareToBuilder.java,792,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,protected,7,False,org.apache.commons.lang3.builder.ReflectionToStringBuilder.appendFieldsIn(Class<?>),org.apache.commons.lang3.builder.ReflectionToStringBuilder,appendFieldsIn,Class<?>,org/apache/commons/lang3/builder/ReflectionToStringBuilder.java,642,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,7,False,"org.apache.commons.lang3.compare.ObjectToStringComparator.compare(Object,Object)",org.apache.commons.lang3.compare.ObjectToStringComparator,compare,"Object,Object",org/apache/commons/lang3/compare/ObjectToStringComparator.java,55,ok,False,line_not_full;instr_not_full;branch_not_full,80.0% (12/15),84.2% (32/38),70.0% (7/10),0,0
lang3.20,public,7,False,org.apache.commons.lang3.concurrent.MultiBackgroundInitializer.close(),org.apache.commons.lang3.concurrent.MultiBackgroundInitializer,close,,org/apache/commons/lang3/concurrent/MultiBackgroundInitializer.java,271,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,7,False,"org.apache.commons.lang3.math.Fraction.getFraction(int,int,int)",org.apache.commons.lang3.math.Fraction,getFraction,"int,int,int",org/apache/commons/lang3/math/Fraction.java,222,ok,False,line_not_full;instr_not_full;branch_not_full,97.3% (73/75),97.2% (311/320),90.9% (40/44),0,0
lang3.20,public,7,False,"org.apache.commons.lang3.reflect.FieldUtils.removeFinalModifier(Field,boolean)",org.apache.commons.lang3.reflect.FieldUtils,removeFinalModifier,"Field,boolean",org/apache/commons/lang3/reflect/FieldUtils.java,582,ok,False,line_not_full;instr_not_full;branch_not_full,37.5% (6/16),25.9% (14/54),8.3% (1/12),79,4
lang3.20,private,7,False,"org.apache.commons.lang3.reflect.MemberUtils.getObjectTransformationCost(Class<?>,Class<?>)",org.apache.commons.lang3.reflect.MemberUtils,getObjectTransformationCost,"Class<?>,Class<?>",org/apache/commons/lang3/reflect/MemberUtils.java,135,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),0,0
lang3.20,public,7,False,"org.apache.commons.lang3.reflect.MethodUtils.getMatchingMethod(Class<?>,String,Class<?>[])",org.apache.commons.lang3.reflect.MethodUtils,getMatchingMethod,"Class<?>,String,Class<?>[]",org/apache/commons/lang3/reflect/MethodUtils.java,365,"coverage-error:no element found: line 1, column 0",False,"status=coverage-error:no element found: line 1, column 0",% (/),% (/),% (/),,
